,date,DayName,IsWorkDay,Hour,IsWorkHour,Temperature,Humidity,Light,CO2,Occupancy
0,2015-02-11,Wednesday,1,14,1,21.76,31.1333333333333,1.0,1029.66666666667,1
1,2015-02-11,Wednesday,1,14,1,21.79,31.0,1.0,1000.0,1
2,2015-02-11,Wednesday,1,14,1,21.7675,31.1225,1.0,1003.75,1
3,2015-02-11,Wednesday,1,14,1,21.7675,31.1225,1.0,1009.5,1
4,2015-02-11,Wednesday,1,14,1,21.79,31.1333333333333,1.0,1005.6666666666699,1
5,2015-02-11,Wednesday,1,14,1,21.76,31.26,1.0,1014.3333333333301,1
6,2015-02-11,Wednesday,1,14,1,21.79,31.1975,1.0,1018.5,1
7,2015-02-11,Wednesday,1,14,1,21.79,31.393333333333302,1.0,1018.6666666666699,1
8,2015-02-11,Wednesday,1,14,1,21.79,31.3175,1.0,1022.0,1
9,2015-02-11,Wednesday,1,14,1,21.79,31.463333333333303,1.0,1027.33333333333,1
10,2015-02-11,Wednesday,1,14,1,21.79,31.525,1.0,1047.75,1
11,2015-02-11,Wednesday,1,14,1,21.79,31.575,1.0,1049.0,1
12,2015-02-11,Wednesday,1,15,1,21.79,31.395,1.0,1061.5,1
13,2015-02-11,Wednesday,1,15,1,21.79,31.3925,1.0,1049.0,1
14,2015-02-11,Wednesday,1,15,1,21.79,31.5,1.0,1048.0,1
15,2015-02-11,Wednesday,1,15,1,21.815,31.5,1.0,1049.25,1
16,2015-02-11,Wednesday,1,15,1,21.815,31.4725,1.0,1051.25,1
17,2015-02-11,Wednesday,1,15,1,21.89,31.6,1.0,1060.5,1
18,2015-02-11,Wednesday,1,15,1,21.79,31.55,1.0,1059.5,1
19,2015-02-11,Wednesday,1,15,1,21.823333333333302,31.73,1.0,1072.0,1
20,2015-02-11,Wednesday,1,15,1,21.865,31.7225,1.0,1072.33333333333,1
21,2015-02-11,Wednesday,1,15,1,21.89,31.745,1.0,1075.33333333333,1
22,2015-02-11,Wednesday,1,15,1,21.89,31.7675,1.0,1087.0,1
23,2015-02-11,Wednesday,1,15,1,21.89,31.7675,1.0,1083.25,1
24,2015-02-11,Wednesday,1,15,1,21.89,31.79,1.0,1086.33333333333,1
25,2015-02-11,Wednesday,1,15,1,21.89,31.79,1.0,1091.0,1
26,2015-02-11,Wednesday,1,15,1,21.89,31.89,1.0,1100.0,1
27,2015-02-11,Wednesday,1,15,1,21.89,31.89,1.0,1101.0,1
28,2015-02-11,Wednesday,1,15,1,21.89,31.865,1.0,1107.0,1
29,2015-02-11,Wednesday,1,15,1,21.89,31.79,1.0,1110.0,1
30,2015-02-11,Wednesday,1,15,1,21.89,31.865,1.0,1101.75,1
31,2015-02-11,Wednesday,1,15,1,21.89,31.73,1.0,1100.0,1
32,2015-02-11,Wednesday,1,15,1,21.89,31.7225,1.0,1092.75,1
33,2015-02-11,Wednesday,1,15,1,21.89,31.7,1.0,1092.5,1
34,2015-02-11,Wednesday,1,15,1,21.89,31.695,1.0,1094.0,1
35,2015-02-11,Wednesday,1,15,1,21.89,31.5666666666667,1.0,1085.66666666667,1
36,2015-02-11,Wednesday,1,15,1,21.89,31.55,1.0,1047.0,0
37,2015-02-11,Wednesday,1,15,1,21.89,31.36,1.0,1031.0,0
38,2015-02-11,Wednesday,1,15,1,21.89,31.125,1.0,977.5,0
39,2015-02-11,Wednesday,1,15,1,21.89,31.15,1.0,961.25,1
40,2015-02-11,Wednesday,1,15,1,21.89,31.0633333333333,1.0,948.0,1
41,2015-02-11,Wednesday,1,15,1,21.89,30.77,1.0,913.25,1
42,2015-02-11,Wednesday,1,15,1,21.89,30.7675,1.0,882.5,1
43,2015-02-11,Wednesday,1,15,1,21.89,30.945,1.0,884.5,1
44,2015-02-11,Wednesday,1,15,1,21.89,30.7925,1.0,899.0,1
45,2015-02-11,Wednesday,1,15,1,21.89,30.77,1.0,888.25,1
46,2015-02-11,Wednesday,1,15,1,21.89,30.795,1.0,878.5,1
47,2015-02-11,Wednesday,1,15,1,21.89,30.8175,1.0,891.25,1
48,2015-02-11,Wednesday,1,15,1,21.89,30.65,1.0,896.5,1
49,2015-02-11,Wednesday,1,15,1,21.89,30.7475,1.0,889.5,1
50,2015-02-11,Wednesday,1,15,1,21.89,30.7633333333333,1.0,887.333333333333,1
51,2015-02-11,Wednesday,1,15,1,21.89,30.77,1.0,893.5,1
52,2015-02-11,Wednesday,1,15,1,21.89,30.445,1.0,832.5,1
53,2015-02-11,Wednesday,1,15,1,21.89,30.5666666666667,1.0,829.0,1
54,2015-02-11,Wednesday,1,15,1,21.89,30.5,1.0,829.25,1
55,2015-02-11,Wednesday,1,15,1,21.89,30.575,1.0,850.5,1
56,2015-02-11,Wednesday,1,15,1,21.89,30.6,1.0,844.0,1
57,2015-02-11,Wednesday,1,15,1,21.89,30.55,1.0,840.25,1
58,2015-02-11,Wednesday,1,15,1,21.865,30.55,1.0,823.75,1
59,2015-02-11,Wednesday,1,15,1,21.89,30.6,1.0,824.0,1
60,2015-02-11,Wednesday,1,15,1,21.89,30.34,1.0,813.0,1
61,2015-02-11,Wednesday,1,15,1,21.89,30.356666666666698,1.0,802.0,1
62,2015-02-11,Wednesday,1,15,1,21.865,30.3925,1.0,810.75,1
63,2015-02-11,Wednesday,1,15,1,21.89,30.356666666666698,1.0,805.333333333333,1
64,2015-02-11,Wednesday,1,15,1,21.89,30.315,1.0,796.5,1
65,2015-02-11,Wednesday,1,15,1,21.89,30.2,1.0,795.0,1
66,2015-02-11,Wednesday,1,15,1,21.89,30.34,1.0,793.5,1
67,2015-02-11,Wednesday,1,15,1,21.89,30.295,1.0,790.5,1
68,2015-02-11,Wednesday,1,15,1,21.89,30.29,1.0,786.5,1
69,2015-02-11,Wednesday,1,15,1,21.89,30.39,1.0,794.333333333333,1
70,2015-02-11,Wednesday,1,15,1,21.89,30.365,1.0,795.5,1
71,2015-02-11,Wednesday,1,15,1,21.89,30.426666666666698,1.0,792.666666666667,1
72,2015-02-11,Wednesday,1,16,1,21.89,30.73,1.0,798.0,1
