,date,DayName,IsWorkDay,Hour,IsWorkHour,Temperature,Humidity,Light,CO2,Occupancy
0,2015-02-02,Monday,1,14,1,23.7,26.272,1.0,749.2,1
1,2015-02-02,Monday,1,14,1,23.718000000000004,26.29,1.0,760.4,1
2,2015-02-02,Monday,1,14,1,23.73,26.23,1.0,769.666666666667,1
3,2015-02-02,Monday,1,14,1,23.7225,26.125,1.0,774.75,1
4,2015-02-02,Monday,1,14,1,23.754,26.2,1.0,779.0,1
5,2015-02-02,Monday,1,14,1,23.76,26.26,1.0,790.0,1
6,2015-02-02,Monday,1,14,1,23.73,26.29,1.0,798.0,1
7,2015-02-02,Monday,1,14,1,23.754,26.29,1.0,797.0,1
8,2015-02-02,Monday,1,14,1,23.754,26.35,1.0,803.2,1
9,2015-02-02,Monday,1,14,1,23.736,26.39,1.0,809.0,1
10,2015-02-02,Monday,1,14,1,23.745,26.445,1.0,815.25,1
11,2015-02-02,Monday,1,14,1,23.7,26.56,1.0,824.0,1
12,2015-02-02,Monday,1,14,1,23.7,26.6,1.0,832.0,1
13,2015-02-02,Monday,1,14,1,23.7,26.7,1.0,845.333333333333,1
14,2015-02-02,Monday,1,14,1,23.7,26.774,1.0,852.4,1
15,2015-02-02,Monday,1,14,1,23.7,26.89,1.0,861.0,1
16,2015-02-02,Monday,1,14,1,23.7,26.9725,1.0,880.0,1
17,2015-02-02,Monday,1,14,1,23.6,26.89,1.0,891.0,1
18,2015-02-02,Monday,1,14,1,23.64,26.976,1.0,897.6,1
19,2015-02-02,Monday,1,14,1,23.65,27.05,1.0,900.5,1
20,2015-02-02,Monday,1,14,1,23.64,27.1,1.0,908.8,1
21,2015-02-02,Monday,1,14,1,23.6,27.16,1.0,918.0,1
22,2015-02-02,Monday,1,14,1,23.6,27.236,1.0,925.2,1
23,2015-02-02,Monday,1,14,1,23.6,27.29,1.0,929.4,1
24,2015-02-02,Monday,1,14,1,23.6,27.33,1.0,936.4,1
25,2015-02-02,Monday,1,14,1,23.6,27.34,1.0,950.0,1
26,2015-02-02,Monday,1,14,1,23.625,27.3925,1.0,961.0,1
27,2015-02-02,Monday,1,14,1,23.6,27.39,1.0,963.0,1
28,2015-02-02,Monday,1,14,1,23.6,27.412,1.0,958.6,1
29,2015-02-02,Monday,1,14,1,23.6,27.5,1.0,965.333333333333,1
30,2015-02-02,Monday,1,14,1,23.6,27.525,1.0,979.25,1
31,2015-02-02,Monday,1,14,1,23.6,27.6,1.0,978.428571428571,1
32,2015-02-02,Monday,1,14,1,23.6,27.6,1.0,983.0,1
33,2015-02-02,Monday,1,14,1,23.6,27.54,1.0,992.6,1
34,2015-02-02,Monday,1,14,1,23.6,27.6,1.0,997.2,1
35,2015-02-02,Monday,1,14,1,23.6166666666667,27.6333333333333,1.0,999.5,1
36,2015-02-02,Monday,1,14,1,23.6666666666667,27.7,1.0,1001.0,1
37,2015-02-02,Monday,1,14,1,23.6,27.7,1.0,1009.5,1
38,2015-02-02,Monday,1,14,1,23.6,27.7225,1.0,1019.0,1
39,2015-02-02,Monday,1,14,1,23.6,27.79,1.0,1021.0,1
40,2015-02-02,Monday,1,14,1,23.6,27.856666666666698,1.0,1024.66666666667,1
41,2015-02-02,Monday,1,15,1,23.6,27.804285714285697,1.0,1030.42857142857,1
42,2015-02-02,Monday,1,15,1,23.575,27.79,1.0,1026.25,1
43,2015-02-02,Monday,1,15,1,23.54,27.81,1.0,1028.0,1
44,2015-02-02,Monday,1,15,1,23.6,27.978,1.0,1034.8,1
45,2015-02-02,Monday,1,15,1,23.525,28.0,1.0,1055.5,1
46,2015-02-02,Monday,1,15,1,23.5,27.978,1.0,1055.25,1
47,2015-02-02,Monday,1,15,1,23.5,28.0,1.0,1050.0,1
48,2015-02-02,Monday,1,15,1,23.5,28.0,1.0,1051.25,1
49,2015-02-02,Monday,1,15,1,23.5,28.0,1.0,1053.6,1
50,2015-02-02,Monday,1,15,1,23.5,28.0,1.0,1055.5,1
51,2015-02-02,Monday,1,15,1,23.5,28.025,1.0,1055.0,1
52,2015-02-02,Monday,1,15,1,23.445,28.125,1.0,1059.5,1
53,2015-02-02,Monday,1,15,1,23.39,28.18,1.0,1060.0,1
54,2015-02-02,Monday,1,15,1,23.39,28.2,1.0,1073.6,1
55,2015-02-02,Monday,1,15,1,23.39,28.2,1.0,1078.6,1
56,2015-02-02,Monday,1,15,1,23.39,28.2,1.0,1081.0,1
57,2015-02-02,Monday,1,15,1,23.39,28.2225,1.0,1082.0,1
58,2015-02-02,Monday,1,15,1,23.39,28.373333333333303,1.0,1088.83333333333,1
59,2015-02-02,Monday,1,15,1,23.37,28.39,1.0,1090.6,1
60,2015-02-02,Monday,1,15,1,23.39,28.323333333333302,1.0,1086.0,1
61,2015-02-02,Monday,1,15,1,23.373333333333303,28.445,1.0,1092.5,1
62,2015-02-02,Monday,1,15,1,23.39,28.5,1.0,1103.75,1
63,2015-02-02,Monday,1,15,1,23.323333333333302,28.5,1.0,1104.5,1
64,2015-02-02,Monday,1,15,1,23.365,28.5,1.0,1103.5,1
65,2015-02-02,Monday,1,15,1,23.29,28.5,1.0,1112.0,1
66,2015-02-02,Monday,1,15,1,23.306666666666697,28.533333333333303,1.0,1105.66666666667,1
67,2015-02-02,Monday,1,15,1,23.29,28.7,1.0,1104.0,1
68,2015-02-02,Monday,1,15,1,23.29,28.7,1.0,1117.2,1
69,2015-02-02,Monday,1,15,1,23.29,28.675,1.0,1121.25,1
70,2015-02-02,Monday,1,15,1,23.29,28.6166666666667,1.0,1115.66666666667,1
71,2015-02-02,Monday,1,15,1,23.29,28.66,1.0,1120.0,1
72,2015-02-02,Monday,1,15,1,23.29,28.55,1.0,1123.75,1
73,2015-02-02,Monday,1,15,1,23.29,28.6,1.0,1116.0,1
74,2015-02-02,Monday,1,15,1,23.272,28.6,1.0,1126.8,1
75,2015-02-02,Monday,1,15,1,23.2,28.4175,1.0,1112.75,1
76,2015-02-02,Monday,1,15,1,23.23,28.5,1.0,1104.5,1
77,2015-02-02,Monday,1,15,1,23.29,28.5,1.0,1108.0,1
78,2015-02-02,Monday,1,15,1,23.215,28.6333333333333,1.0,1127.83333333333,1
79,2015-02-02,Monday,1,15,1,23.2,28.6,1.0,1128.75,1
80,2015-02-02,Monday,1,15,1,23.2,28.65,1.0,1124.25,1
81,2015-02-02,Monday,1,15,1,23.2,28.62,1.0,1130.4,1
82,2015-02-02,Monday,1,15,1,23.2,28.7,1.0,1138.0,1
83,2015-02-02,Monday,1,15,1,23.2,28.7,1.0,1144.0,1
84,2015-02-02,Monday,1,15,1,23.2,28.718000000000004,1.0,1140.0,1
85,2015-02-02,Monday,1,15,1,23.2,28.79,1.0,1139.25,1
86,2015-02-02,Monday,1,15,1,23.2,28.79,1.0,1167.33333333333,1
87,2015-02-02,Monday,1,15,1,23.14,28.79,1.0,1159.6,1
88,2015-02-02,Monday,1,15,1,23.15,28.89,1.0,1157.75,1
89,2015-02-02,Monday,1,15,1,23.15,28.89,1.0,1159.5,1
90,2015-02-02,Monday,1,15,1,23.18,28.83,1.0,1156.4,1
91,2015-02-02,Monday,1,15,1,23.1166666666667,28.945,1.0,1160.0,1
92,2015-02-02,Monday,1,15,1,23.14,28.956,1.0,1169.8,1
93,2015-02-02,Monday,1,15,1,23.1,29.0,1.0,1176.16666666667,1
94,2015-02-02,Monday,1,15,1,23.1,29.075,1.0,1175.25,1
95,2015-02-02,Monday,1,15,1,23.1,28.918000000000003,1.0,1166.6,1
96,2015-02-02,Monday,1,15,1,23.1,27.925,1.0,1140.25,1
97,2015-02-02,Monday,1,15,1,23.06,27.772,1.0,1089.2,1
98,2015-02-02,Monday,1,15,1,23.02,27.555999999999997,1.0,1042.6,1
99,2015-02-02,Monday,1,15,1,23.01,27.818833333333302,1.0,1051.1,1
100,2015-02-02,Monday,1,15,1,23.0,28.0816666666667,1.0,1059.6,1
101,2015-02-02,Monday,1,16,1,23.0,27.956,1.0,1064.6,1
102,2015-02-02,Monday,1,16,1,22.981666666666698,27.908333333333303,1.0,1061.66666666667,1
103,2015-02-02,Monday,1,16,1,23.0,27.926666666666698,1.0,1058.33333333333,1
104,2015-02-02,Monday,1,16,1,23.0,28.018,1.0,1061.6,1
105,2015-02-02,Monday,1,16,1,22.981666666666698,28.0666666666667,1.0,1070.33333333333,1
