id;date;Temperature;Humidity;Light;CO2;HumidityRatio;Occupancy
1;11/02/15 14:48;21.76;31.1333333333333;437.333333333333;1029.66666666667;0.00502101089021385;1
2;11/02/15 14:49;21.79;31;437.333333333333;1000;0.00500858127480172;1
3;11/02/15 14:50;21.7675;31.1225;434;1003.75;0.0050215691326541;1
4;11/02/15 14:51;21.7675;31.1225;439;1009.5;0.0050215691326541;1
5;11/02/15 14:51;21.79;31.1333333333333;437.333333333333;1005.66666666667;0.00503029777867882;1
6;11/02/15 14:53;21.76;31.26;437.333333333333;1014.33333333333;0.00504160456530272;1
7;11/02/15 14:54;21.79;31.1975;434;1018.5;0.00504074938235223;1
8;11/02/15 14:55;21.79;31.3933333333333;437.333333333333;1018.66666666667;0.00507264928829298;1
9;11/02/15 14:55;21.79;31.3175;434;1022;0.00506029617368585;1
10;11/02/15 14:57;21.79;31.4633333333333;437.333333333333;1027.33333333333;0.00508405259531726;1
11;11/02/15 14:57;21.79;31.525;437.75;1047.75;0.00509409870941305;1
12;11/02/15 14:58;21.79;31.575;441.75;1049;0.00510224444363126;1
13;11/02/15 15:00;21.79;31.395;442;1061.5;0.00507292079078337;1
14;11/02/15 15:01;21.79;31.3925;441.75;1049;0.00507251353713595;1
15;11/02/15 15:02;21.79;31.5;441.5;1048;0.00509002592166009;1
16;11/02/15 15:03;21.815;31.5;438;1049.25;0.00509786935872823;1
17;11/02/15 15:04;21.815;31.4725;449.5;1051.25;0.0050933823938006;1
18;11/02/15 15:04;21.89;31.6;449.5;1060.5;0.0051378566839722;1
19;11/02/15 15:06;21.79;31.55;449.5;1059.5;0.00509817155006976;1
20;11/02/15 15:07;21.8233333333333;31.73;447.666666666667;1072;0.00513803548952273;1
21;11/02/15 15:08;21.865;31.7225;449.5;1072.33333333333;0.00515000712298489;1
22;11/02/15 15:08;21.89;31.745;449.5;1075.33333333333;0.00516162793287788;1
23;11/02/15 15:10;21.89;31.7675;449.5;1087;0.00516531673646147;1
24;11/02/15 15:10;21.89;31.7675;437.75;1083.25;0.00516531673646147;1
25;11/02/15 15:11;21.89;31.79;442.666666666667;1086.33333333333;0.00516900558343851;1
26;11/02/15 15:13;21.89;31.79;437.333333333333;1091;0.00516900558343851;1
27;11/02/15 15:14;21.89;31.89;439;1100;0.00518540098391904;1
28;11/02/15 15:15;21.89;31.89;444;1101;0.00518540098391904;1
29;11/02/15 15:16;21.89;31.865;444;1107;0.00518130205343558;1
30;11/02/15 15:16;21.89;31.79;444;1110;0.00516900558343851;1
31;11/02/15 15:17;21.89;31.865;444;1101.75;0.00518130205343558;1
32;11/02/15 15:19;21.89;31.73;444;1100;0.0051591687545959;1
33;11/02/15 15:20;21.89;31.7225;444;1092.75;0.00515793917268696;1
34;11/02/15 15:21;21.89;31.7;444;1092.5;0.00515425045588796;1
35;11/02/15 15:22;21.89;31.695;436.5;1094;0.00515343074693639;1
36;11/02/15 15:23;21.89;31.5666666666667;434;1085.66666666667;0.00513239228379069;1
37;11/02/15 15:23;21.89;31.55;436.5;1047;0.00512966011940923;0
38;11/02/15 15:24;21.89;31.36;434;1031;0.00509851512797734;0
39;11/02/15 15:26;21.89;31.125;432.75;977.5;0.00505999797020354;0
40;11/02/15 15:27;21.89;31.15;436.5;961.25;0.00506409531527447;1
41;11/02/15 15:28;21.89;31.0633333333333;434;948;0.00504989141462838;1
42;11/02/15 15:29;21.89;30.77;429;913.25;0.00500182144829266;1
43;11/02/15 15:29;21.89;30.7675;432.75;882.5;0.00500141179275406;1
