id;date;Temperature;Humidity;Light;CO2;HumidityRatio;Occupancy
1;04/02/15 17:51;23.18;27.272;426;721.25;0.00479298817650529;1
2;04/02/15 17:51;23.15;27.2675;429.5;714;0.00478344094931065;1
3;04/02/15 17:53;23.15;27.245;426;713.5;0.00477946352442199;1
4;04/02/15 17:54;23.15;27.2;426;708.25;0.00477150882608175;1
5;04/02/15 17:55;23.1;27.2;426;704.5;0.00475699293331518;1
6;04/02/15 17:55;23.1;27.2;419;701;0.00475699293331518;1
7;04/02/15 17:57;23.1;27.2;419;701.666666666667;0.00475699293331518;1
8;04/02/15 17:57;23.1;27.2;419;699;0.00475699293331518;1
9;04/02/15 17:58;23.1;27.2;419;689.333333333333;0.00475699293331518;1
10;04/02/15 18:00;23.075;27.175;419;688;0.00474535071966655;1
11;04/02/15 18:01;23.075;27.15;419;690.25;0.00474095189694268;1
12;04/02/15 18:02;23.1;27.1;419;691;0.00473937073052061;1
13;04/02/15 18:03;23.1;27.1666666666667;419;683.5;0.00475111875560951;1
14;04/02/15 18:04;23.05;27.15;419;687.5;0.0047337317970825;1
15;04/02/15 18:04;23;27.125;419;686;0.00471494214590473;1
16;04/02/15 18:06;23;27.125;418.5;680.5;0.00471494214590473;1
17;04/02/15 18:07;23;27.2;0;681.5;0.00472807794966877;0
18;04/02/15 18:08;22.945;27.29;0;685;0.00472795137178073;0
19;04/02/15 18:08;22.945;27.39;0;685;0.0047454083970941;0
20;04/02/15 18:10;22.89;27.39;0;689;0.00472950615591001;0
21;04/02/15 18:10;22.89;27.39;0;689.5;0.00472950615591001;0
22;04/02/15 18:11;22.89;27.39;0;689;0.00472950615591001;0
23;04/02/15 18:13;22.89;27.445;0;691;0.00473907551474663;0
24;04/02/15 18:14;22.89;27.5;0;688;0.00474864516581148;0
25;04/02/15 18:15;22.89;27.5;0;689.5;0.00474864516581148;0
26;04/02/15 18:16;22.79;27.445;0;689;0.00471022404680625;0
27;04/02/15 18:16;22.79;27.5;0;685.666666666667;0.00471973499914952;0
28;04/02/15 18:17;22.79;27.5;0;687;0.00471973499914952;0
29;04/02/15 18:19;22.79;27.5;0;688;0.00471973499914952;0
30;04/02/15 18:20;22.745;27.5;0;670;0.0047067761580489;0
31;04/02/15 18:21;22.7;27.4633333333333;0;668.666666666667;0.00468754308384392;0
32;04/02/15 18:22;22.7;27.5;0;670;0.00469384871410812;0
33;04/02/15 18:23;22.7;27.5;0;667;0.00469384871410812;0
34;04/02/15 18:23;22.6666666666667;27.4266666666667;0;664.5;0.00467170776461751;0
35;04/02/15 18:24;22.7;27.6;0;670;0.00471104653252311;0
36;04/02/15 18:26;22.6;27.4266666666667;0;670.333333333333;0.00465269945869772;0
37;04/02/15 18:27;22.6;27.39;0;672;0.0046464328065348;0
38;04/02/15 18:28;22.6;27.3566666666667;0;658;0.00464073595878431;0
39;04/02/15 18:29;22.6;27.445;0;660.5;0.00465583283178072;0
40;04/02/15 18:29;22.6;27.4266666666667;0;658;0.00465269945869772;0
41;04/02/15 18:30;22.6;27.445;0;655;0.00465583283178072;0
42;04/02/15 18:32;22.6;27.445;0;654.25;0.00465583283178072;0
43;04/02/15 18:33;22.6;27.39;0;648;0.0046464328065348;0
44;04/02/15 18:34;22.5;27.3233333333333;0;648.666666666667;0.00460676320297832;0
45;04/02/15 18:35;22.5;27.445;0;646;0.00462742903214501;0
46;04/02/15 18:36;22.5;27.5;0;646;0.00463677156669758;0
47;04/02/15 18:36;22.5;27.445;0;641.5;0.00462742903214501;0
48;04/02/15 18:38;22.39;27.29;0;639;0.00457021208799111;0
49;04/02/15 18:39;22.5;27.5;0;640;0.00463677156669758;0
50;04/02/15 18:40;22.39;27.34;0;630.5;0.00457864714513976;0
51;04/02/15 18:40;22.39;27.3566666666667;0;629.333333333333;0.0045814588813251;0
52;04/02/15 18:42;22.39;27.5;0;632;0.00460564085426059;0
53;04/02/15 18:42;22.39;27.5;0;636.5;0.00460564085426059;0
54;04/02/15 18:43;22.39;27.5;0;627.5;0.00460564085426059;0
55;04/02/15 18:45;22.39;27.39;0;626;0.0045870824294015;0
56;04/02/15 18:46;22.39;27.5;0;625.5;0.00460564085426059;0
57;04/02/15 18:47;22.34;27.39;0;623.5;0.00457305034947982;0
58;04/02/15 18:48;22.39;27.4633333333333;0;624.666666666667;0.00459945459049356;0
59;04/02/15 18:49;22.39;27.39;0;622;0.0045870824294015;0
60;04/02/15 18:49;22.29;27.39;0;621;0.00455905614852278;0
61;04/02/15 18:51;22.34;27.39;0;626.5;0.00457305034947982;0
62;04/02/15 18:52;22.29;27.39;0;622;0.00455905614852278;0
63;04/02/15 18:53;22.39;27.39;0;620;0.0045870824294015;0
64;04/02/15 18:53;22.29;27.39;0;621.5;0.00455905614852278;0
65;04/02/15 18:55;22.29;27.3566666666667;0;616.333333333333;0.00455346720904263;0
66;04/02/15 18:55;22.29;27.34;0;609;0.00455067277669262;0
67;04/02/15 18:56;22.29;27.39;0;614;0.00455905614852278;0
68;04/02/15 18:58;22.29;27.34;0;613.5;0.00455067277669262;0
69;04/02/15 18:59;22.29;27.34;0;611;0.00455067277669262;0
70;04/02/15 19:00;22.29;27.39;0;612;0.00455905614852278;0
71;04/02/15 19:01;22.29;27.29;0;608;0.00454228962919881;0
72;04/02/15 19:01;22.29;27.29;0;605.5;0.00454228962919881;0
73;04/02/15 19:02;22.2675;27.315;0;608.5;0.00454021358023024;0
74;04/02/15 19:04;22.2;27.29;0;608.5;0.00451728819349999;0
75;04/02/15 19:05;22.245;27.29;0;602.5;0.00452977369585959;0
76;04/02/15 19:06;22.2;27.29;0;598;0.00451728819349999;0
77;04/02/15 19:07;22.2;27.29;0;595;0.00451728819349999;0
78;04/02/15 19:08;22.2;27.29;0;591;0.00451728819349999;0
79;04/02/15 19:08;22.245;27.245;0;591;0.00452224999364749;0
80;04/02/15 19:09;22.2;27.2;0;595;0.00450228274276464;0
81;04/02/15 19:11;22.2;27.29;0;594.333333333333;0.00451728819349999;0
82;04/02/15 19:12;22.2;27.29;0;593.5;0.00451728819349999;0
83;04/02/15 19:13;22.2;27.29;0;592;0.00451728819349999;0
84;04/02/15 19:14;22.15;27.245;0;586.5;0.0044959713579516;0
85;04/02/15 19:14;22.2;27.2;0;586;0.00450228274276464;0
86;04/02/15 19:15;22.15;27.245;0;586;0.0044959713579516;0
87;04/02/15 19:17;22.2;27.245;0;584.5;0.00450978537828394;0
88;04/02/15 19:18;22.1;27.245;0;584.5;0.00448219467655486;0
89;04/02/15 19:19;22.1;27.2;0;585.5;0.00447473826972372;0
90;04/02/15 19:20;22.1333333333333;27.2;0;584.666666666667;0.00448390319821458;0
91;04/02/15 19:21;22.2;27.2;0;577;0.00450228274276464;0
92;04/02/15 19:21;22.1;27.2;0;580;0.00447473826972372;0
93;04/02/15 19:23;22.125;27.2;0;582;0.00448161041517148;0
94;04/02/15 19:24;22.2;27.2;0;580;0.00450228274276464;0
95;04/02/15 19:25;22.1;27.15;0;578;0.00446645358141236;0
96;04/02/15 19:25;22.1;27.2;0;576.5;0.00447473826972372;0
97;04/02/15 19:27;22.1;27.2;0;580;0.00447473826972372;0
98;04/02/15 19:27;22.1;27.2;0;572.5;0.00447473826972372;0
99;04/02/15 19:28;22.1;27.2;0;567;0.00447473826972372;0
100;04/02/15 19:30;22.1;27.2;0;568;0.00447473826972372;0
101;04/02/15 19:31;22.1;27.2;0;574.5;0.00447473826972372;0
102;04/02/15 19:32;22.1;27.2;0;564.333333333333;0.00447473826972372;0
103;04/02/15 19:33;22.1;27.2;0;563;0.00447473826972372;0
104;04/02/15 19:34;22.1;27.15;0;564.5;0.00446645358141236;0
105;04/02/15 19:34;22.0666666666667;27.1666666666667;0;566.333333333333;0.00446007809167045;0
106;04/02/15 19:36;22.1;27.1;0;562;0.00445816911221647;0
107;04/02/15 19:37;22;27.1;0;565.5;0.00443087555124918;0
108;04/02/15 19:38;22;27.1;0;570;0.00443087555124918;0
109;04/02/15 19:38;22.05;27.15;0;562;0.00445276274636235;0
110;04/02/15 19:40;22;27.1;0;560;0.00443087555124918;0
111;04/02/15 19:40;22;27.1;0;558;0.00443087555124918;0
112;04/02/15 19:41;22;27.1;0;556;0.00443087555124918;0
113;04/02/15 19:43;22;27.1;0;557;0.00443087555124918;0
114;04/02/15 19:44;21.9175;27.1;0;556.5;0.00440846943162748;0
115;04/02/15 19:45;21.945;27.1;0;557.5;0.00441592700761485;0
116;04/02/15 19:46;21.9266666666667;27.1;0;555;0.00441095405497767;0
117;04/02/15 19:46;21.89;27.1;0;555;0.00440102296708593;0
118;04/02/15 19:47;21.89;27.1;0;553;0.00440102296708593;0
119;04/02/15 19:49;21.89;27.1;0;549.5;0.00440102296708593;0
120;04/02/15 19:50;21.89;27.1;0;548.5;0.00440102296708593;0
121;04/02/15 19:51;21.89;27.1;0;551.5;0.00440102296708593;0
122;04/02/15 19:52;21.89;27.1;0;548.5;0.00440102296708593;0
123;04/02/15 19:53;21.89;27.1;0;548;0.00440102296708593;0
124;04/02/15 19:53;21.89;27.1;0;547.5;0.00440102296708593;0
125;04/02/15 19:54;21.89;27.1;0;553;0.00440102296708593;0
126;04/02/15 19:56;21.84;27.1;0;547.5;0.00438751236133436;0
127;04/02/15 19:57;21.8566666666667;27.1;0;548.666666666667;0.00439201182580606;0
128;04/02/15 19:58;21.79;27.1;0;540;0.00437403835445405;0
129;04/02/15 19:59;21.79;27.1;0;538;0.00437403835445405;0
130;04/02/15 19:59;21.79;27.1;0;542;0.00437403835445405;0
131;04/02/15 20:00;21.79;27.1;0;542;0.00437403835445405;0
132;04/02/15 20:02;21.79;27.1;0;538;0.00437403835445405;0
133;04/02/15 20:03;21.79;27.1;0;537.666666666667;0.00437403835445405;0
